sk_cliente,id_cliente,nome_cliente,segmento_cliente,canal_aquisicao,uf_cliente,data_cadastro,faixa_etaria,ativo
2280,CLI02280,Olivia Moraes,PF - Varejo,CRM Ativo,MG,2023-03-24,46-55,True
2281,CLI02281,Esther Pastor,PF - Varejo,Digital,RJ,2022-01-14,36-45,True
2282,CLI02282,Bento Lima,PF - Premium,Digital,MG,2021-02-05,26-35,True
2283,CLI02283,Pedro Lucas Barbosa,PF - Varejo,Indicação,SP,2023-01-13,56+,True
2284,CLI02284,Isaac Brito,PF - Premium,Showroom,RJ,2022-08-26,56+,True
2285,CLI02285,Noah da Mata,PF - Premium,Showroom,RJ,2022-10-14,56+,True
2286,CLI02286,Josué Lima,PJ - Frota Pequena,Fidelização,SP,2021-11-29,26-35,True
2287,CLI02287,Sra. Clara Pastor,PF - Varejo,Digital,DF,2023-01-16,18-25,True
2288,CLI02288,Eloá Machado,PF - Varejo,Digital,SP,2022-10-04,26-35,True
2289,CLI02289,Dr. Joaquim Silva,PJ - Frota Pequena,Recall,SP,2023-04-13,36-45,True
2290,CLI02290,Vitória Duarte,PF - Varejo,Indicação,RS,2021-08-22,46-55,True
2291,CLI02291,Kevin Cavalcanti,PJ - Frota Pequena,Showroom,SP,2023-01-10,56+,True
2292,CLI02292,Dra. Luara Santos,PJ - Frota Pequena,Fidelização,SP,2022-03-18,56+,True
2293,CLI02293,Milena Nogueira,PJ - Frota Pequena,Fidelização,SP,2021-12-26,46-55,True
2294,CLI02294,Antony Viana,PJ - Frota Grande,Showroom,PR,2023-01-15,56+,True
2295,CLI02295,Isabelly Silveira,PF - Varejo,Recall,MG,2023-01-16,56+,True
2296,CLI02296,Luiz Gustavo Nunes,PF - Varejo,Digital,RS,2022-09-28,46-55,True
2297,CLI02297,Luigi Sá,PF - Premium,Fidelização,PE,2021-08-28,18-25,True
2298,CLI02298,Vitor Hugo Sales,PF - Varejo,Indicação,RJ,2022-11-17,36-45,True
2299,CLI02299,Mathias Lopes,PJ - Frota Grande,Fidelização,SP,2022-04-20,18-25,True
2300,CLI02300,Elisa Silveira,PF - Premium,Digital,SP,2022-05-26,56+,True
2301,CLI02301,Allana Peixoto,PJ - Frota Grande,Digital,SC,2023-01-04,36-45,True
2302,CLI02302,Raul Moreira,PJ - Frota Pequena,Digital,SP,2022-09-19,56+,True
2303,CLI02303,Dr. Pedro Lucas Correia,PF - Varejo,Showroom,RJ,2023-04-19,18-25,True
2304,CLI02304,Calebe Gomes,PF - Varejo,Digital,RS,2021-12-27,26-35,True
2305,CLI02305,Ana Pinto,PF - Premium,Showroom,BA,2021-07-24,36-45,True
2306,CLI02306,Diego Azevedo,PJ - Frota Grande,Digital,MG,2022-03-21,26-35,True
2307,CLI02307,Lavínia Andrade,PF - Varejo,Indicação,RS,2021-06-01,26-35,True
2308,CLI02308,Isabela Rocha,PF - Varejo,Showroom,RJ,2021-10-01,26-35,True
2309,CLI02309,Sr. Benicio da Costa,PF - Varejo,Showroom,SP,2022-05-16,36-45,True
2310,CLI02310,Ana Liz Rezende,PF - Premium,Showroom,RS,2022-05-26,46-55,True
2311,CLI02311,Maria Sophia Novaes,PF - Varejo,Digital,RJ,2023-05-21,26-35,True
2312,CLI02312,Otávio da Rosa,PF - Varejo,Digital,MG,2021-06-25,36-45,True
2313,CLI02313,Mateus Cavalcante,PF - Varejo,Showroom,RJ,2022-05-30,26-35,True
2314,CLI02314,Dra. Lívia Dias,PF - Premium,Indicação,SP,2022-10-17,36-45,True
2315,CLI02315,Lucas Gabriel Cassiano,PJ - Frota Grande,Showroom,SP,2022-07-11,46-55,True
2316,CLI02316,Maria Eduarda Farias,PJ - Frota Pequena,Recall,GO,2021-11-07,36-45,True
2317,CLI02317,Rhavi da Cruz,PF - Varejo,Digital,PR,2022-12-16,36-45,True
2318,CLI02318,Dr. Luigi Porto,PF - Premium,CRM Ativo,SC,2021-11-11,46-55,True
2319,CLI02319,Lucas Gabriel Nascimento,PJ - Frota Pequena,CRM Ativo,SP,2021-04-13,26-35,True
2320,CLI02320,Srta. Sara da Cruz,PF - Varejo,Fidelização,MG,2022-12-02,46-55,True
2321,CLI02321,Maria Alice Caldeira,PF - Varejo,Digital,BA,2022-07-10,26-35,True
2322,CLI02322,Ravy Borges,PF - Varejo,Digital,RJ,2022-05-24,46-55,True
2323,CLI02323,Sra. Manuella Rocha,PF - Varejo,Recall,SP,2022-07-14,46-55,True
2324,CLI02324,Yan Jesus,PF - Varejo,Recall,BA,2022-07-23,26-35,True
2325,CLI02325,Henrique Silva,PJ - Frota Pequena,Recall,MG,2022-12-08,26-35,True
2326,CLI02326,Helena da Costa,PJ - Frota Grande,Showroom,SP,2023-03-25,26-35,True
2327,CLI02327,Cauã Pimenta,PJ - Frota Pequena,Showroom,CE,2022-02-09,36-45,True
2328,CLI02328,Ana Clara Aparecida,PJ - Frota Pequena,Digital,SP,2023-06-24,36-45,True
2329,CLI02329,Thales Brito,PJ - Frota Grande,Digital,MG,2021-04-14,36-45,True
2330,CLI02330,Antônio Gonçalves,PF - Premium,Fidelização,CE,2021-08-14,18-25,True
2331,CLI02331,Dra. Ana Beatriz Casa Grande,PJ - Frota Grande,Showroom,DF,2021-09-27,36-45,True
2332,CLI02332,Sra. Sophia Oliveira,PJ - Frota Pequena,Indicação,RJ,2023-02-04,46-55,True
2333,CLI02333,Sr. José Pedro Mendes,PF - Varejo,Indicação,CE,2021-09-20,46-55,True
2334,CLI02334,Sra. Isadora Abreu,PF - Varejo,Fidelização,RS,2022-03-05,36-45,True
2335,CLI02335,Isabella Rios,PJ - Frota Pequena,Digital,SP,2022-06-08,26-35,True
2336,CLI02336,Benjamin Pacheco,PF - Premium,Digital,GO,2021-09-20,46-55,True
2337,CLI02337,Nicole Rocha,PF - Premium,Showroom,SP,2021-09-07,18-25,True
2338,CLI02338,Theo Silva,PJ - Frota Pequena,Indicação,SP,2022-07-08,46-55,True
2339,CLI02339,Maria Julia Gonçalves,PF - Varejo,Fidelização,RJ,2021-06-28,18-25,True
2340,CLI02340,Sara Câmara,PF - Varejo,Recall,RJ,2023-03-21,36-45,True
2341,CLI02341,Dra. Luna Pastor,PJ - Frota Pequena,Fidelização,SP,2021-11-28,36-45,True
2342,CLI02342,Maria Alice Oliveira,PF - Premium,CRM Ativo,ES,2022-11-12,26-35,True
2343,CLI02343,Dra. Maria Helena Barbosa,PJ - Frota Pequena,Digital,SP,2023-06-16,18-25,True
2344,CLI02344,Luan Sales,PF - Varejo,Digital,SP,2022-05-20,46-55,True
2345,CLI02345,Dra. Ana Laura Ramos,PF - Varejo,Recall,RJ,2023-03-30,26-35,True
2346,CLI02346,Alexia Mendes,PF - Varejo,Indicação,MG,2022-07-14,26-35,True
2347,CLI02347,Júlia da Costa,PF - Premium,Indicação,RS,2022-05-20,46-55,True
2348,CLI02348,Dom Guerra,PF - Varejo,Digital,SP,2022-06-07,36-45,True
2349,CLI02349,Mariah Teixeira,PF - Varejo,Digital,MG,2022-02-12,56+,True
2350,CLI02350,Clarice Sá,PF - Premium,Recall,RJ,2021-01-02,56+,True
2351,CLI02351,Hellena Fonseca,PJ - Frota Pequena,Digital,DF,2023-06-07,36-45,True
2352,CLI02352,Murilo Pinto,PJ - Frota Pequena,Fidelização,SP,2022-01-22,46-55,True
2353,CLI02353,Arthur Alves,PF - Varejo,Digital,RJ,2022-08-30,46-55,True
2354,CLI02354,Ravi Lucca Silva,PF - Varejo,Indicação,BA,2021-01-24,26-35,True
2355,CLI02355,Mirella Abreu,PF - Varejo,Indicação,RJ,2022-07-13,36-45,True
2356,CLI02356,Srta. Maria Cecília Marques,PF - Varejo,CRM Ativo,BA,2021-05-10,26-35,True
2357,CLI02357,Diogo Vieira,PF - Varejo,Digital,RS,2022-06-20,26-35,True
2358,CLI02358,Levi Cavalcanti,PF - Varejo,Fidelização,SP,2021-09-11,36-45,True
2359,CLI02359,Marcela Guerra,PJ - Frota Pequena,Showroom,RJ,2022-03-12,46-55,True
2360,CLI02360,Maitê Andrade,PF - Varejo,Showroom,MG,2022-04-29,46-55,True
2361,CLI02361,Ian Cardoso,PJ - Frota Grande,CRM Ativo,SC,2023-03-08,36-45,True
2362,CLI02362,Rafaela Carvalho,PF - Varejo,Digital,RS,2021-09-13,56+,True
2363,CLI02363,Bruna Santos,PF - Varejo,Fidelização,GO,2022-07-22,56+,True
2364,CLI02364,Asafe Guerra,PJ - Frota Pequena,Digital,SP,2021-05-16,26-35,True
2365,CLI02365,Sr. Henry Cavalcante,PF - Varejo,Recall,GO,2023-04-05,56+,True
2366,CLI02366,Lorenzo das Neves,PF - Premium,Indicação,SP,2023-04-06,18-25,True
2367,CLI02367,Srta. Bella Azevedo,PF - Varejo,Digital,SP,2021-06-22,26-35,True
2368,CLI02368,Bryan Gonçalves,PF - Varejo,Recall,MG,2021-10-10,36-45,True
2369,CLI02369,Kevin Dias,PF - Varejo,CRM Ativo,SP,2021-12-27,36-45,True
2370,CLI02370,Vitor Hugo da Rosa,PJ - Frota Pequena,Recall,PE,2021-09-06,26-35,True
2371,CLI02371,Clarice Mendes,PF - Varejo,Indicação,PR,2023-02-12,26-35,True
2372,CLI02372,Natália da Mata,PF - Varejo,Digital,MG,2022-12-09,18-25,True
2373,CLI02373,Ravy Pereira,PF - Premium,Recall,SP,2022-12-01,36-45,True
2374,CLI02374,Renan da Rosa,PJ - Frota Pequena,Digital,RJ,2021-01-22,26-35,True
2375,CLI02375,Evelyn Sousa,PF - Premium,CRM Ativo,RS,2022-08-01,18-25,True
2376,CLI02376,Antony da Conceição,PF - Varejo,Fidelização,SP,2022-05-29,56+,True
2377,CLI02377,Marina Barros,PJ - Frota Grande,Indicação,PE,2022-12-19,26-35,True
2378,CLI02378,Felipe Oliveira,PJ - Frota Pequena,Digital,MG,2022-01-08,36-45,True
2379,CLI02379,Luiza Rios,PJ - Frota Pequena,Indicação,PR,2023-02-27,26-35,True
2380,CLI02380,Isabela da Cunha,PF - Varejo,Digital,MG,2021-05-27,26-35,True
2381,CLI02381,Benjamin Cavalcante,PF - Varejo,Indicação,SP,2021-03-24,36-45,True
2382,CLI02382,Sophie Marques,PJ - Frota Grande,Indicação,PE,2023-05-10,46-55,True
2383,CLI02383,Liam da Mata,PF - Premium,Recall,GO,2022-07-30,26-35,True
2384,CLI02384,Henrique Novaes,PF - Premium,Showroom,PR,2022-09-14,46-55,True
2385,CLI02385,Juan Abreu,PF - Varejo,Showroom,MG,2022-12-11,26-35,True
2386,CLI02386,Otto Almeida,PF - Varejo,Recall,SC,2022-08-09,36-45,True
2387,CLI02387,Alexia Fogaça,PJ - Frota Pequena,Digital,SP,2021-12-02,18-25,True
2388,CLI02388,Isaac Novais,PF - Varejo,Digital,RJ,2021-01-28,46-55,True
2389,CLI02389,Davi Lucca Camargo,PJ - Frota Pequena,Indicação,SP,2022-10-28,26-35,True
2390,CLI02390,Gabriela Sousa,PF - Premium,Indicação,SP,2022-02-10,56+,True
2391,CLI02391,João Felipe Nunes,PJ - Frota Pequena,Indicação,RJ,2023-02-22,26-35,True
2392,CLI02392,Heloisa da Luz,PJ - Frota Pequena,Digital,SP,2023-02-24,46-55,True
2393,CLI02393,Henrique da Paz,PF - Varejo,Digital,RJ,2021-07-29,36-45,True
2394,CLI02394,Maria Alice da Paz,PF - Varejo,Indicação,RJ,2022-04-17,18-25,True
2395,CLI02395,Sra. Larissa Borges,PJ - Frota Pequena,Indicação,SP,2021-06-03,36-45,True
2396,CLI02396,Giovanna Lima,PJ - Frota Pequena,Fidelização,MG,2022-05-15,26-35,True
2397,CLI02397,Enzo Gabriel da Costa,PJ - Frota Pequena,Showroom,SP,2023-06-19,56+,True
2398,CLI02398,Maria Vitória Moreira,PF - Varejo,CRM Ativo,DF,2021-02-13,46-55,True
2399,CLI02399,Benjamin Macedo,PJ - Frota Grande,Showroom,SP,2023-01-04,36-45,True
2400,CLI02400,Vicente Carvalho,PF - Varejo,Digital,BA,2022-03-26,36-45,True
2401,CLI02401,Sr. José Moraes,PF - Varejo,Recall,DF,2021-04-17,18-25,True
2402,CLI02402,Dra. Gabrielly Cassiano,PF - Varejo,Indicação,BA,2023-01-21,26-35,True
2403,CLI02403,Vicente Marques,PF - Premium,Digital,SP,2022-03-05,56+,True
2404,CLI02404,Isaque Andrade,PF - Varejo,Digital,SP,2023-02-03,36-45,True
2405,CLI02405,Ana Vitória Duarte,PF - Premium,Digital,SP,2021-12-06,26-35,True
2406,CLI02406,Marcos Vinicius Aragão,PF - Premium,Showroom,MG,2021-07-07,36-45,True
2407,CLI02407,Luiz Henrique Fernandes,PF - Varejo,Digital,SP,2022-11-18,26-35,True
2408,CLI02408,Maria Flor Sales,PF - Varejo,Digital,PR,2021-08-15,56+,True
2409,CLI02409,Vinicius Lima,PF - Varejo,Recall,GO,2022-08-17,36-45,True
2410,CLI02410,Srta. Mariah Sousa,PF - Varejo,Digital,SP,2021-10-20,26-35,True
2411,CLI02411,Dra. Letícia Almeida,PJ - Frota Pequena,Indicação,SP,2021-06-30,46-55,True
2412,CLI02412,Otávio Monteiro,PJ - Frota Pequena,Digital,BA,2022-01-28,36-45,True
2413,CLI02413,Apollo Melo,PF - Varejo,Digital,PR,2021-12-10,56+,True
2414,CLI02414,Dra. Lara Sampaio,PF - Varejo,Digital,RJ,2022-10-10,36-45,True
2415,CLI02415,Felipe Novais,PF - Varejo,Digital,GO,2021-10-08,36-45,True
2416,CLI02416,Sara Albuquerque,PF - Varejo,Digital,RJ,2022-09-05,36-45,True
2417,CLI02417,Beatriz da Rosa,PJ - Frota Pequena,CRM Ativo,MG,2021-06-08,36-45,True
2418,CLI02418,Sr. Nathan Andrade,PJ - Frota Pequena,Digital,PR,2022-06-03,26-35,True
2419,CLI02419,Dr. Yuri Porto,PJ - Frota Pequena,Digital,GO,2023-03-25,46-55,True
2420,CLI02420,Daniela Marques,PF - Varejo,Showroom,GO,2023-04-14,26-35,True
2421,CLI02421,Augusto da Cruz,PF - Varejo,Indicação,MG,2021-04-11,26-35,True
2422,CLI02422,Enzo Gabriel Rodrigues,PF - Premium,Indicação,DF,2021-04-20,26-35,True
2423,CLI02423,Hellena Rios,PF - Varejo,Digital,MG,2022-08-24,26-35,True
2424,CLI02424,Camila Moraes,PF - Varejo,Indicação,BA,2021-04-03,46-55,True
2425,CLI02425,Kamilly Pires,PF - Varejo,Showroom,BA,2022-03-05,26-35,True
2426,CLI02426,Manuela Marques,PJ - Frota Grande,Fidelização,SP,2022-06-28,26-35,True
2427,CLI02427,Eloá Almeida,PF - Varejo,Indicação,BA,2021-06-19,36-45,True
2428,CLI02428,Mariah Dias,PJ - Frota Pequena,Showroom,PR,2023-01-13,46-55,True
2429,CLI02429,Ágatha Cardoso,PF - Varejo,Digital,RS,2021-11-17,18-25,True
2430,CLI02430,Enrico Garcia,PF - Varejo,Fidelização,RS,2022-06-06,26-35,True
2431,CLI02431,Bernardo Santos,PF - Premium,Showroom,RJ,2022-07-06,18-25,True
2432,CLI02432,Giovanna Freitas,PJ - Frota Grande,Digital,SP,2023-03-23,36-45,True
2433,CLI02433,Yasmin Barbosa,PJ - Frota Pequena,Indicação,SP,2023-02-04,26-35,True
2434,CLI02434,Caio Monteiro,PJ - Frota Grande,Indicação,PR,2022-07-07,56+,True
2435,CLI02435,Noah Cirino,PF - Varejo,CRM Ativo,PE,2022-11-10,56+,True
2436,CLI02436,Srta. Ana Liz Aparecida,PF - Varejo,Recall,CE,2022-04-03,56+,True
2437,CLI02437,Emanuel Carvalho,PF - Varejo,Showroom,RJ,2021-05-01,26-35,True
2438,CLI02438,Maria Luísa Silva,PF - Varejo,Showroom,MG,2022-05-31,36-45,True
2439,CLI02439,Maria Cecília Castro,PJ - Frota Grande,Digital,PR,2023-06-26,26-35,True
2440,CLI02440,Ravy Martins,PF - Varejo,Showroom,PE,2021-04-12,36-45,True
2441,CLI02441,Vicente Viana,PJ - Frota Pequena,Indicação,SP,2023-06-24,36-45,True
2442,CLI02442,Gustavo Barbosa,PF - Varejo,Digital,MG,2021-04-02,18-25,True
2443,CLI02443,Nicole Borges,PF - Varejo,Digital,PR,2023-01-31,56+,True
2444,CLI02444,Alícia Santos,PF - Premium,Digital,PE,2023-03-08,46-55,True
2445,CLI02445,Sara Lopes,PF - Varejo,Indicação,RS,2022-10-14,36-45,True
2446,CLI02446,Isis Correia,PJ - Frota Pequena,Showroom,RS,2021-03-05,56+,True
2447,CLI02447,Marina Duarte,PF - Premium,Indicação,GO,2021-07-29,26-35,True
2448,CLI02448,Natália Abreu,PJ - Frota Pequena,CRM Ativo,BA,2021-11-22,36-45,True
2449,CLI02449,Noah Abreu,PF - Varejo,Digital,RJ,2021-08-25,36-45,True
2450,CLI02450,Davi Lucca Monteiro,PJ - Frota Pequena,Showroom,SP,2021-10-04,36-45,True
2451,CLI02451,Maria Eduarda Cavalcanti,PJ - Frota Pequena,Digital,MG,2021-07-23,46-55,True
2452,CLI02452,Sr. Gabriel Araújo,PF - Premium,Digital,SC,2022-06-17,26-35,True
2453,CLI02453,Otávio Costa,PJ - Frota Grande,Indicação,SP,2023-06-22,56+,True
2454,CLI02454,Emanuel Costela,PF - Varejo,Showroom,GO,2023-01-02,46-55,True
2455,CLI02455,Nicolas Costela,PJ - Frota Grande,Digital,BA,2021-12-27,26-35,True
2456,CLI02456,Hellena Oliveira,PF - Varejo,Fidelização,RJ,2022-08-12,36-45,True
2457,CLI02457,Dom da Luz,PF - Premium,Recall,ES,2021-04-13,18-25,True
2458,CLI02458,Ian Sampaio,PF - Premium,Fidelização,MG,2022-04-06,18-25,True
2459,CLI02459,Cauã Gonçalves,PF - Premium,Digital,SP,2023-04-14,46-55,True
2460,CLI02460,Heloísa Gomes,PF - Premium,CRM Ativo,GO,2022-04-12,46-55,True
2461,CLI02461,Otto Lopes,PF - Varejo,Digital,SP,2021-04-25,56+,True
2462,CLI02462,Lorena Pereira,PF - Varejo,Digital,MG,2022-04-26,26-35,True
2463,CLI02463,Breno Rios,PF - Varejo,Recall,SP,2021-01-04,18-25,True
2464,CLI02464,Ryan Casa Grande,PF - Varejo,Showroom,PR,2022-01-09,36-45,True
2465,CLI02465,Isabella da Cruz,PF - Premium,Digital,PE,2023-03-07,18-25,True
2466,CLI02466,Antônio Alves,PF - Premium,Fidelização,GO,2022-01-11,26-35,True
2467,CLI02467,Eloá Pinto,PF - Varejo,Showroom,SP,2022-09-17,46-55,True
2468,CLI02468,Giovanna Farias,PJ - Frota Pequena,Showroom,SP,2021-01-31,46-55,True
2469,CLI02469,Joaquim Caldeira,PF - Premium,Fidelização,SP,2021-12-15,18-25,True
2470,CLI02470,Larissa da Mata,PF - Varejo,Indicação,PR,2022-10-02,56+,True
2471,CLI02471,João Miguel Rezende,PF - Varejo,Fidelização,SP,2021-01-02,26-35,True
2472,CLI02472,Luísa Peixoto,PF - Varejo,Digital,SC,2022-06-24,18-25,True
2473,CLI02473,Beatriz Costa,PF - Premium,Digital,PE,2022-03-30,26-35,True
2474,CLI02474,Maria Gonçalves,PF - Varejo,Indicação,MG,2021-08-09,26-35,True
2475,CLI02475,Rodrigo Mendes,PJ - Frota Pequena,Recall,PR,2022-06-10,36-45,True
2476,CLI02476,Bruna Correia,PF - Varejo,Digital,ES,2022-02-20,46-55,True
2477,CLI02477,Luiz Gustavo Rodrigues,PJ - Frota Pequena,Fidelização,SP,2022-11-02,26-35,True
2478,CLI02478,Ana Clara Melo,PF - Varejo,Digital,SP,2021-06-28,36-45,True
2479,CLI02479,Ana Júlia Souza,PF - Premium,Fidelização,BA,2022-05-15,56+,True
2480,CLI02480,Mariah Moura,PF - Varejo,Indicação,RS,2023-05-13,26-35,True
2481,CLI02481,Dra. Maria Isis Moreira,PF - Varejo,Digital,SP,2022-09-08,36-45,True
2482,CLI02482,Ana Sophia Mendonça,PF - Varejo,Digital,RS,2021-11-03,36-45,True
2483,CLI02483,Maria Julia da Rocha,PF - Varejo,Indicação,RJ,2021-01-02,46-55,True
2484,CLI02484,Jade Alves,PJ - Frota Pequena,Showroom,SP,2022-05-06,36-45,True
2485,CLI02485,Rhavi Gomes,PF - Premium,Digital,PR,2021-04-29,36-45,True
2486,CLI02486,Luiz Henrique Siqueira,PF - Premium,Showroom,SP,2022-04-19,46-55,True
2487,CLI02487,Dra. Ana Liz Freitas,PF - Varejo,Indicação,ES,2022-12-30,56+,True
2488,CLI02488,Dra. Nina Camargo,PF - Varejo,Digital,SP,2023-03-20,36-45,True
2489,CLI02489,Catarina Porto,PJ - Frota Pequena,CRM Ativo,RS,2021-11-21,26-35,True
2490,CLI02490,Mariana Rezende,PF - Premium,Digital,SC,2022-09-05,46-55,True
2491,CLI02491,João Gabriel Mendonça,PF - Premium,Digital,RJ,2022-03-20,18-25,True
2492,CLI02492,Dr. Carlos Eduardo da Paz,PJ - Frota Pequena,Digital,RJ,2022-06-12,36-45,True
2493,CLI02493,Luigi Lopes,PJ - Frota Pequena,Indicação,DF,2023-04-21,56+,True
2494,CLI02494,Aurora Casa Grande,PJ - Frota Grande,Digital,SP,2023-02-27,26-35,True
2495,CLI02495,Theodoro Duarte,PF - Varejo,Indicação,PR,2021-04-10,36-45,True
2496,CLI02496,Valentim Rios,PJ - Frota Pequena,Indicação,RS,2021-10-08,46-55,True
2497,CLI02497,Lavínia Melo,PJ - Frota Pequena,Fidelização,BA,2021-12-01,56+,True
2498,CLI02498,Calebe da Luz,PF - Varejo,Digital,SP,2022-03-22,18-25,True
2499,CLI02499,Liam Silva,PF - Varejo,Indicação,SP,2022-12-05,26-35,True
2500,CLI02500,Srta. Melissa Azevedo,PF - Varejo,Fidelização,SP,2022-12-19,46-55,True
2501,CLI02501,Kevin Borges,PF - Varejo,Fidelização,SC,2021-05-17,36-45,True
2502,CLI02502,Sofia Gomes,PF - Premium,Indicação,ES,2023-05-17,46-55,True
2503,CLI02503,Maria Cecília Sampaio,PJ - Frota Pequena,Showroom,RJ,2022-04-12,56+,True
2504,CLI02504,Sabrina Sousa,PF - Varejo,Recall,SP,2021-02-09,56+,True
2505,CLI02505,Kevin Barbosa,PF - Varejo,Indicação,PR,2022-02-04,46-55,True
2506,CLI02506,Hadassa Lopes,PF - Premium,Indicação,SP,2022-01-01,46-55,True
2507,CLI02507,Sr. Theo Rocha,PJ - Frota Grande,Fidelização,MG,2022-10-04,56+,True
2508,CLI02508,Melina Abreu,PF - Varejo,Digital,MG,2021-09-08,36-45,True
2509,CLI02509,Maria Eduarda Fonseca,PJ - Frota Pequena,Digital,RJ,2022-10-02,26-35,True
2510,CLI02510,Carlos Eduardo Novais,PF - Varejo,Recall,SP,2023-06-19,26-35,True
2511,CLI02511,Arthur Gabriel Costela,PF - Premium,Showroom,CE,2023-01-08,36-45,True
2512,CLI02512,Maria Vitória da Conceição,PJ - Frota Pequena,CRM Ativo,GO,2023-04-29,36-45,True
2513,CLI02513,Ana Carolina Cavalcanti,PF - Varejo,CRM Ativo,SP,2021-03-23,26-35,True
2514,CLI02514,Juliana Pires,PF - Varejo,Indicação,ES,2022-03-21,36-45,True
2515,CLI02515,Cauã Fogaça,PF - Premium,Showroom,MG,2021-02-21,18-25,True
2516,CLI02516,Vitor Hugo Farias,PF - Premium,Showroom,RJ,2021-06-26,46-55,True
2517,CLI02517,Juan da Luz,PF - Varejo,Indicação,SP,2022-07-23,26-35,True
2518,CLI02518,Liam Nogueira,PJ - Frota Pequena,Fidelização,RJ,2022-12-16,36-45,True
2519,CLI02519,José Pedro Moreira,PJ - Frota Pequena,Indicação,SP,2021-02-11,56+,True
2520,CLI02520,Maria Luísa Pereira,PF - Premium,CRM Ativo,RJ,2021-12-30,46-55,True
2521,CLI02521,Heitor Fernandes,PF - Varejo,Digital,MG,2022-09-07,26-35,True
2522,CLI02522,Dra. Júlia Nunes,PF - Varejo,Digital,SP,2022-08-28,46-55,True
2523,CLI02523,Dra. Ana Laura Casa Grande,PF - Varejo,Indicação,SP,2021-04-23,26-35,True
2524,CLI02524,Davi Lucca Alves,PF - Premium,Indicação,CE,2021-08-11,18-25,True
2525,CLI02525,Cecília Câmara,PF - Varejo,Fidelização,BA,2021-07-21,18-25,True
2526,CLI02526,Mariah Sampaio,PJ - Frota Pequena,Digital,DF,2022-11-21,36-45,True
2527,CLI02527,Dra. Julia da Paz,PF - Premium,CRM Ativo,SP,2023-01-17,36-45,True
2528,CLI02528,Maysa Oliveira,PF - Varejo,Indicação,SP,2022-02-19,26-35,True
2529,CLI02529,Mirella Barros,PF - Premium,Recall,PR,2023-03-23,18-25,True
2530,CLI02530,Luiza Araújo,PF - Varejo,CRM Ativo,RJ,2021-09-25,36-45,True
2531,CLI02531,Kaique Carvalho,PJ - Frota Pequena,Showroom,MG,2023-01-25,46-55,True
2532,CLI02532,Dr. Isaque Farias,PF - Varejo,Fidelização,SP,2021-06-25,26-35,True
2533,CLI02533,Sr. Vitor Marques,PF - Varejo,Showroom,RJ,2023-06-16,26-35,True
2534,CLI02534,João Pedro Pires,PF - Varejo,Fidelização,GO,2022-02-11,36-45,True
2535,CLI02535,Srta. Bruna Araújo,PF - Premium,Digital,RJ,2021-06-14,56+,True
2536,CLI02536,Nathan Nunes,PF - Varejo,Digital,RJ,2021-10-26,36-45,True
2537,CLI02537,José Pedro Camargo,PF - Varejo,Digital,SP,2022-03-16,36-45,True
2538,CLI02538,Vinicius Sousa,PF - Varejo,Indicação,SP,2021-02-09,46-55,True
2539,CLI02539,Asafe Campos,PF - Varejo,Recall,BA,2021-07-01,36-45,True
2540,CLI02540,Erick Araújo,PF - Varejo,Digital,RJ,2021-04-25,36-45,True
2541,CLI02541,Lucca das Neves,PF - Varejo,Fidelização,DF,2021-05-09,26-35,True
2542,CLI02542,Vinicius Castro,PF - Varejo,Recall,RJ,2023-05-14,18-25,True
2543,CLI02543,Cauã Santos,PJ - Frota Pequena,Indicação,PE,2021-02-10,46-55,True
2544,CLI02544,Kamilly Gonçalves,PJ - Frota Pequena,Indicação,SP,2021-04-07,36-45,True
2545,CLI02545,Sr. José Miguel da Luz,PF - Varejo,Digital,RJ,2022-02-15,26-35,True
2546,CLI02546,Caio da Mata,PF - Varejo,Showroom,SP,2022-09-09,18-25,True
2547,CLI02547,Ana Carolina Rocha,PF - Premium,CRM Ativo,RJ,2022-01-25,26-35,True
2548,CLI02548,Bianca da Cunha,PF - Premium,Fidelização,CE,2021-02-27,36-45,True
2549,CLI02549,Matheus Cunha,PF - Varejo,Digital,SP,2022-10-03,36-45,True
2550,CLI02550,Ágatha Barros,PJ - Frota Pequena,CRM Ativo,SP,2021-03-21,18-25,True
2551,CLI02551,Mathias Cirino,PF - Premium,Showroom,CE,2022-10-23,26-35,True
2552,CLI02552,Cauê Câmara,PF - Varejo,Digital,RJ,2022-02-07,46-55,True
2553,CLI02553,Juliana Gonçalves,PF - Varejo,Showroom,PR,2022-07-16,46-55,True
2554,CLI02554,Sra. Sophie Guerra,PF - Varejo,Fidelização,SP,2023-02-27,36-45,True
2555,CLI02555,Dr. Bryan Teixeira,PF - Varejo,Digital,RJ,2023-02-18,26-35,True
2556,CLI02556,Maria Júlia Correia,PJ - Frota Grande,Indicação,CE,2021-01-01,56+,True
2557,CLI02557,Sra. Maria Liz Freitas,PF - Varejo,Showroom,SP,2021-09-11,18-25,True
2558,CLI02558,Maitê Porto,PF - Varejo,CRM Ativo,SP,2021-07-31,36-45,True
2559,CLI02559,Lara Souza,PF - Premium,Fidelização,SP,2022-01-13,46-55,True
2560,CLI02560,Fernando Vasconcelos,PF - Premium,Showroom,PE,2021-09-22,46-55,True
2561,CLI02561,Maria da Rosa,PF - Varejo,Digital,RJ,2022-11-13,26-35,True
2562,CLI02562,Davi Lucca Mendes,PF - Varejo,Digital,MG,2022-08-15,56+,True
